,0
"NARRATIVE: MR  ROBIDOUX STATED THAT HE TAXIED THE AIRCRAFT FROM THE PARKING SPOT NEAR NORTHEAST AIR PROCEEDING TO RUNWAY 18 ON ""C"" CHARLIE TAXIWAY  HE STATED THAT WHEN HE TURNED THE AIRCRAFT TO DO A PRE-TAKE OFF RUN-UP, HE WASN'T GETTING PROPER RESPONSE FROM RUDDER PEDALS OR FROM THE BRAKES WHEN APPLIED  IMPROPER RESPONSE FROM THE BRAKES CAUSED THE AIRCRAFT TO LEAVE THE TAXIWAY AND AS A RESULT, THE PROPELLER STRUCK THE TAXIWAY LIGHT  MR  ROBIDOUX STATED THAT THE SEAT WASN'T FAR ENOUGH FORWARD AND HIS LEGS WEREN'T LONG ENOUGH TO PROPERLY MAKE A FULL TURN ",1
REPORTED LOOSE ENGINE COWLING  TRIED TO LAND AT X17  COWLING HIT BY PROP  COWLING PUNCTURED OIL COOLER  LOST OIL ,1
INBOARD TRAILING EDGE FLAPS FATLED FULLY RETRACT ON CLIMBOUT  RETURNED  maintenance RESET CIRCUIT BREAKERS OPS OK ,1
ENGINE QUIT ON CLIMBOUT  TURNED BACK  LANDED OK BUT GROUND LOOPED AVOIDING DITCH  BELEIVE HIT IGNITION WITH KNEE ,1
LOST POWER ON CLIMBOUT  STRUCK TREE ON FORCED LANDING  FOUND WATER IN FUEL  FUEL CAP L EAK ALLOWED RAIN WATER ,1
"NARRATIVE: N8011Z, AC-206, PILOTED BY EDGAR C  MC GEE, A PRIVATE PILOT HOLDING CERTIFICATE #84006, DEPARTED RUNWAY 5 AT CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT  AT 1200 FEET MSL, HE REPORTED TO THE TOWER THAT HE HAD ENGINE FAILURE  THEY ADVISED HIM TO MAKE EMERGENCY LANDING ON RUNWAY 18L  THIS HE DID WITHOUT A PROBLEM  HE THEN TAXIED TO THE FBO, TOOK ON 30 GALLONS OF FUEL, TOOK OFF VFR TO ORANGEBURG, SC, AND LANDED  MR  MC GEE HAD ONE PASSENGER ON BOARD  NOTE: INVESTIGATION SHOWED THAT MR  MC GEE DID NOT TELL TRUTH - THAT PASSENGER WAS THIJS WILLEM VAN ROODEN, A FLIGHT INSTRUCTOR, WHO WAS PIC  PRIVACY DATA OMITTED",1
LEFT MAIN GEAR COLLAPSED LANDING  EN ROUTE DEPLETED BATTERY DUE GENERATOR OFF  MANUAL GEAR EXTEND NOT LOCKED DOWN ,1
POST maintenance TEST FLIGHT  FLIGHT CONTROL FLUTTER AT 190MPH  SLOWED AND LANDED  FRACTURED SPAR  AILERON BUCKLED ,1
ON APPROACH TO OLV ADDED POWER TO LEVEL OFF  ENGINE FAILED RESPOND  STRUCK TREES LANDING  CARB ICE  WATER IN FUEL ,1
SHORT FINAL TANDEM CUB REAR SEAT FELL FORWARD JAMMED YOKE  UNABLE TO FREE CONTROL LANDED LONG  OVERRAN INTO TREE ,1
NOSED OVER LANDING  LEFT BRAKE LOCKED  HAD PRIOR BRAKE RELEASE PROBLEM  PUSHED T HANDLE IN TO RELEASE ,1
DURING VERTICAL TAKEOFF FROM SOGGY SOD  LEFT SKID LIFTED  RIGHT SKID HAD CUT IN CAUSED ROLL TO RIGHT AS SKID STUCK ,1
"NARRATIVE: THE PILOT-IN-COMMAND, A CERTIFIED FLIGHT INSTRUCTOR CFI WROTE, ""THE STUDENT PILOT IS A QUALIFIED SOLO PILOT IN THIS AIRCRAFT  THE LESSON PLAN FOR THIS DAY WAS RADIO NAVIGATION TO BOQUET AIRPORT, USING RADIAL CROSSCHECKS  THE STUDENT INITIATED THE LANDING UPON ARRIVAL AND WHILE ROLLING OUT, THE LEFT MAIN GEAR STRUCK A SMALL PILE OF SNOW CAUSING THE AIRCRAFT TO VEER TO THE LEFT, WHERE UPON THE PROPELLER CAME IN CONTACT WITH THE SNOW PILED ON THE EDGE OF THE RUNWAY "" THE PILOT-IN-COMMAND CALLED FSS AT ALTOONA IMMEDIATELY AFTER THE INCIDENT TO INFORM THEM THAT THE RUNWAY WAS UNSAFE DUE TO THE SNOW DRIFTS, AND ASKED THAT THE AIRPORT BE CLOSED  THE INCIDENT WOULDN'T HAVE OCCURRED IF THE RUNWAY HAD BEEN PROPERLY PLOWED AND maintainED  SUBMISSION OF THIS REPORT CLOSES THIS INCIDENT ",1
CAUGHT FIRE BURNED ON ENGINE START  CARBURETOR REMOVED FOR EXCHANGE  NO PLACARDS OR FLAG  ADVISED PLANE AVAILABLE ,1
"LOST LEFT ENGINE  SHUTDOWN THEN RIGHT LOST POWER  CRASHED NEAR COUNTY ROAD, NO MECHANICAL  FUEL TANKS EMPTY ",1
TOW LINE RELEASED BY LINEMAN NOT BY PILOT  BLEW BACK AND CAUGHT GUY WIRE  PULLED LEFT  PILOT RELEASED LINE TO LATE ,1
"NARRATIVE: ON JANUARY 1, 19, CONVAIR40/580, N5123, OPERATED BY GENERAL MOTORS AIR TRANSPORTATION, PILOTED BY CAPTAIN RICHARD DRUSCHEL AND FIRST OFFICER LINDA YANCA, DEPARTED DTW RUNWAY 21C  THE CREW STATED THAT ON ROTATION OR SHORTLY THEREAFTER THEY NOTICED BOTH D C GENERATOR WARNING LIGHTS ILLUMINATED  THE CREW TRIED TO RESET THE GENERATORS WITHOUT SUCCESS  THE CREW CONTINUED ON AROUND THE TRAFFIC PATTERN WITH ONLY THE AIRCRAFT BATTERY FOR D C ELECTRICAL POWER  THE TRANSFORMER RECTIFIER UNIT SWITCH WAS NOT TURNED ON  THE CREW STATED THEY NOTIFIED DTW TOWER OF THE SITUATION AND LANDED ON RUNWAY 21C WITHOUT INCIDENT  THE INITIAL REPORT FROM DTW TOWER TO THE DETROIT FSDO STATED THE TOWER GAVE A LIGHT GUN SIGNAL CLEARING THE AIRCRAFT FOR LANDING  THE CREW DID NOT REMEMBER OR NOTICE THE LIGHT GUN SIGNAL FROM THE TOWER  AFTER LANDING THE CREW STATED THAT THE LEFT GENERATOR RESET ON THE FIRST ATTEMPT BUT THE RIGHT GENERATOR REQUIRED THREE OR FOUR ATTEMPTS BEFORE IT WAS ON THE LINE  THE AIRCRAFT WAS RETURNED TO THE GENERAL MOTORS AIR TRANSPORTATION HANGAR WHERE maintenance PERSONNEL INSPECTED THE AIRCRAFT AND ACCOMPLISHED OPERATIONAL CHECKS OF BOTH GENERATOR SYSTEMS  THERE WERE NO FAILURES OR MALFUNCTION DETECTED AND OPERATION OF BOTH GENERATOR SYSTEMS WERE NORMAL  THE AIRCRAFT WAS RETURNED TO SERVICE AND HAS BEEN IN OPERATION FOR OVER TWO WEEKS WITHOUT ANY ELECTRICAL MALFUNCTIONS  FLIGHT CREW COMPETENCY IS QUESTIONED AS A RESULT OF THE INVESTIGATION INTO THIS INCIDENT  THE CREW STATED THAT WHEN THEY NOTICED BOTH D C GENERATOR WARNING LIGHTS ILLUMINATE AT OR JUST AFTER ROTATION OF THE AIRCRAFT, THEY TRIED TO RESET THE GENERATORS WITHOUT SUCCESS BUT DID NOT TURN THE TRANSFORMER RECTIFIER UNIT SWITCH TO THE ON POSITION  THAT ACTION WOULD HAVE RESTORED D C ELECTRICAL POWER TO THE AIRCRAFT SINCE THE POWER SOURCE TO THE TRANSFORMER RECTIFIER UNIT IS THE A C GENERATORS, WHICH WERE BOTH FUNCTIONING NORMALLY  IF THIS ACTION HAD BEEN TAKEN BY THE FLIGHT CREW, THE CHANCES OF THE AIRCRAFT BATTERY POWER BECOMING DEPLETED, ENDANGERING RADIO COMMUNICATIONS WITH THE DTW TOWER, WOULD HAVE BEEN ELIMINATED  GENERAL MOTORS AIR TRANSPORTATION maintenance PERSONNEL HAVE INSPECTED BOTH D C GENERATOR SYSTEMS AND CONDUCTED EXTENSIVE OPERATIONAL CHECKS OF ALL ELECTRICAL SYSTEMS ON THE AIRCRAFT WITHOUT DETECTING ANY FAILURE OR MALFUNCTION  THE AIRCRAFT HAS BEEN OPERATED FOR MORE THAN TWO WEEKS IN DAILY OPERATION WITHOUT ANY ELECTRICAL MALFUNCTIONS  PRIVACY DATA OMITTED NO FURTHER ACTIONS WILL BE INITIATED ",1
STATIC INSTRUMENTS GIVING ERRONEOUS INFORMATION ON CLIMB  RETURNED  FOUND A STATIC PORTS COVERED WITH TAPE ,1
NIGHT APPROACH  LOST LEFT ENGINE DUE FUEL STARVATION  NOT FEATHERED  GEAR DOWN  BELOW VMC  HIT TREES  BAD GAUGES ,1
"PILOT FAILED TO ENSURE SEAT WAS LOCKED IN POSITION SEAT SLID BACK ON TAKEOFF LOST CONTROL LEFT RUNWAY,HIT SNOWBANK ",1
ENGINE QUIT ON CLIMBOUT  RETURNED HARD ANGLED LANDING  VEERED INTO SNOWBANK  FOUND ICE CRYSTALS IN FUEL TANKS ,1
CANOPY OPENED ON GLIDER TOW  RELEASED  OVERSHOT AIRSTRIP RETURNING  STRUCK OUTHOUSE OFF END OF RUNWAY ,1
LOST LEFT WHEEL ASSEMBLY LANDING ON GRASS STRIP  NOSED OVER  MECHANIC FAILED TO INSTALL COTTER PIN ON RETAIN NUT ,1
"NARRATIVE: WHILE IFR AT FL180, THE PILOT OBSERVED A DROP IN MANIFOLD AND OIL PRESSURE, FOLLOWED BY UNEVEN ENGINE OPERATION  AN EMERGENCY WAS DECLARED AND AN UNEVENTFUL LANDING MADE AT LOGAN, UT LGU  maintenance INVESTIGATION REVEALED THE OIL DIP STICK WAS PARTIALLY OUT OF THE TUBE, ALLOWING APPROXIMATELY 9 QUARTS OF OIL TO ESCAPE  maintenanceNENACE INVESTIGATION REVEALED THAT THE OIL DIPSTICK OPERATED PROPERLY  PRIVACY DATA OMITTED THIS IS A FINAL REPORT ",1
LOST CONTROL AFTER LIFTOFF  ENTERED STEEP BANK AND CRASHED  PILOT FAILED TO PULL BOGUS CONTROL LOCK  NOT FLAGGED ,1
MOORED TO DOCK SEVERAL HOURS  OBSERVED TO PITCH UP ON WATER TAKEOFF  HAD FAILED CHECK BILGE OR USE PUMPS REFLIGHT ,1
ON CLIMBOUT PARTIAL POWER LOSS  LANDED OFF AIRPORT  FOUND WATER IN FUEL ,1
UNABLE EXTEND GEAR FOR LANDING  LANDED GEAR UP  GEAR AND FUSE GAGE DAMAGED BY OVERSTRESS SUCH AS EXTENDED OVERSPEED,1
WHILE MANEUVERING  CONTROL JAMMED  USED BALLISTIC CHUTE  HIT NOSE DOWN  BELEIVES PORTABLE RADIO JAMMED CONTROLS ,1
LOST POWER EN ROUTE  LANDED ON PRIVATE STRIP  NOSED OVER  LEFT FUEL CAP LEAKED  PREVENTED GRAVITY FUEL FLOW ,1
"NARRATIVE: ON 1/18/, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN BNA, FOR DAYTON, OH  AFTER TAKEOFF, RYAN 205 REPORTED THAT HE HAD A VIBRATION IN THE AIRCRAFT AND WISHED TO RETURN FOR LANDING  THE LOG ENTRY MADE IN N356QS maintenance LOG BOOK STATED THAT A ""SEVERE BUFFETT"" WAS EXPERIENCED AT 250K  WHEN SLOWING TO 220K THE BUFFETT BECAME MODERATE BUT CONTINUED THROUGHOUT THE FLIGHT UNTIL TOUCHDOWN  POWER ADJUSTMENTS ON EACH THROTTLE AND SPOILER USAGE HAD NO EFFECT ON THE BUFFET  EXAMINATION OF THE AIRCRAFT AFTER PARKING SHOWED THAT BOTH LEFT AND RIGHT AILERONS INBOARD AND OUTBOARD, THE CONTROL TABS, FLAP TRAILING EDGE, RIGHT WING LEADING EDGE AT THE FENCE, LEFT SIDE OF THE VERTICAL STABILIZER, AND LEFT SIDE OF THE #2 ENGINE COWL ALL HAD ICE ADHERING TO THE SURFACES  THE AIRCRAFT HAD BEEN DE-ICED OVER A 3 1/2 HOUR PERIOD USING ANOTHER CARRIER FOR PERSONNEL AND MATERIALS AFTER IT HAD ACCUMULATED A SIGNIGICANT ICE BUILDUP OVER A 2 DAY LAYOVER PERIOD  A POST DE-ICING INSPECTION WAS PERFORMED BY THE CAPTAIN FROM THE L-1 DOOR ACCORDING TO APPROVED RYAN DE-ICE PROCEDURES, AND HE DID NOT DETECT ANY ICE FROM THAT VANTAGE POINT AT THAT TIME ",1
NEW PURCHASE AMPHIBIAN  FORGOT TO RAISE WHEELS FOR WATER LANDING  NOSED OVER ,1
"DEPARTED AIRPORT AT NIGHT  UNABLE CHECK WEATHER, ENTERED SAME  TURNED BACK  LOST CONTROL  FORECAST WAS AMENDED ",1
AIRCRAFT POPPED OPEN ON DESCENT  FLIGHT MANUAL FLEW OUT AND STRUCK TRUCK WINDSHIELD ON GROUND  LANDED SAFELY ,1
"FAILED REMOVE PITOT COVER  NIGHT FLIGHT  NOTED NEAR END RUNWAY  ABORTED, SKID OFF END  FOLDED NOSE GEAR  NOSED OVER",1
"LEFT ENGINE THEN RIGHT ENGINE SHUT DON ON TAKEOFF  ABORTED, FOUND INCE AND WATER IN INLETS OF BOTH ENGINES ",1
"DEPARTED, CLIMBED TO 7000FT  LOST POWER  LANDED HILLY TERRAIN  RUST AND WATER IN FUEL ",1
CFI FEATHERED LEFT PROP INSTEAD THROTTLE FOR DEMO ENGINE OUT  UNABLE RAISE GEAR DUE PUMP ON SAME  WONT FLY DIRTY ,1
"NARRATIVE: AIRMAN/AIR AGENCY COMPETENCE: PRIOR TO DEPARTURE OF FLIGHT 381, FROM NEWARD, NEW JERSEY, THE AIRCRAFT WAS TAXIED BY maintenance FROM THE HANGER TO THE TERMINAL  AS A COMMON PRACTICE WHEN maintenance MOVES THE AIRCRAFT EITHER BY TOWING, OR TAXI, A SET OF WHEEL CHOCKS IS USUALLY PLACED IN THE WHEEL WELL  FAR VIOLATION: AS A RESULT OF AN UNSAFE COMMON PRACTICE AND THE FAILURE OF TWO INSPECTIONS TO DETECT THE WHEEL CHOCKS, THE LEFT MAIN LANDING GEAR DID NOT OPERATE AS DESIGNED, WHICH RESULTED IN THE AIRCRAFT LANDING IN AN UNSAFE CONDITION  ON FEBRUARY 9, 19, AT 2011 CENTRAL STANDARD TIME, A BOEING 737-130, 08PE, OPERATED AND OWNED BY CONTINENTAL AIRLINES, AS FLIGHT 381, MADE A LANDING ONTO RUNWAY 32 LEFT, AT CHICAGO, O'HARE AIRPORT  THE LANDING TOUCH-DOWN WAS MADE WITH THE LEFT MAIN LANDING GEAR PARTIALLY EXTENDED  AT THE SCENE OF THE INCIDENT A SET OF WHEEL CHOCKS WERE FOUND WEDGED BETWEEN THE LEFT MAIN LANDING GEAR INBOARD TIRE, AND THE WHEEL WELL CENTER BEAM  AIRCRAFT SUSTAINED MINOR DAMAGE TO THE LEFT ENGINE ",1
"NARRATIVE: N8AA TOOK OFF ON RUNWAY 1L AT KMCI  JUST AFTER LANDING GEAR WAS RETRACTED A LOUD ""BANG"" WAS HEARD BY BOTH PILOTS AND THE MAIN CARGO DOOR WAS OBSERVED TO BE OPEN  CARGO WAS BEING SUCKED OUT AND WAS INJESTED BY THE #1 ENGINE  THE #1 ENGINE WAS SHUT DOWN AS EGT CLIMBED ABOVE 0 DEGREES  THE PILOT MADE A LEFT TRAFFIC PATTERN DOWN WIND LEG WAS TO 5 MILES WEST OF RUNWAY 1L/19R AND MADE A SINGLE ENGINE LANDING ON RUNWAY 1L WITHOUT FURTHER INCIDENT  PRIVACY DATA OMITT INCIDENT CLOSEDPRIVACY DATA OMITTED",1
DOOR POPPED OPENED ON CLIMB  RETURNED  FORGOT TO LOWER GEAR  LANDED GEAR UP ,1
DEPARTED WITH INOPERATIVE COMPASS  BECAME LOST  LANDED IN OPEN FIELD  TRIED TO DEPART BUT STRUCK TREES ON CLIMBOUT ,1
INDICATES PILOT PULLED FUEL SHUTOFF VALVE IN PLACE OF CABIN HEAT CONTROL  LOW ROTOR RPM ON AUTOROTATION  VALVE OFF ,1
CHECK OUT NEW AIRMAN SHUT DOWN AND FEATHERED LEFT ENGING FOR ENGINE LANDING  HYDRO PUMP LEFT ENGINE  CRASHED ,1
SLOW ACCELERATION ON TAKEOFF  AND LONG ROLL  TIRE HIT RUT  VEERED  HIT HANGAR ROOF AND POLE  PROP NOT FULL FORWARD ,1
FUEL PRESSURE DECREASED  LOST PART POWER  MUSHED INTO CORNFIELD  NOSED DOWN RUSTY FUEL SCREEN  DIRTY FUEL CAN USED ,1
DURING CLIMBOUT ENGINE QUIT  STRUCK TREES LANDING  INADEQUATE FUEL SUMPING  WATER RUST IN CARB  PRIOR WATER IN FUEL,1
TRIED TO TAKEOFF WITH FULL FLAPS  DRIFTED OFF RUNWAY STRIKING RUNWAY MARKER ,1
UNABLE TO OBTAIN FLYING SPEED  ABORTED LATE RAN OFF RUNWAY INTO CORNFIELD  PARKING BRAKE WAS ON ,1
ENGINE QUIT ON CLIMBOUT  LANDED IN TREES   HAD DRAINED WATER IN FUEL  PREFLIGHT  WATER REMAINED EVEN IN OIL SYSTEM ,1
LIFTED OFF PAD TO HOVER  BEGAN PILOT INDUCED OSCILLATION DUE HEAVY CYLIC FORCE  FORGOT TO ENGAGE HYDRAULIC SYSTEM ,1
REPORTED OIL PRESSURE PROBLEM TO SBN  LANDED SAFELY  WINTER BAFFLES NOT REMOVED CAUSING OIL OVERTEMP ,1
STRUCK TREES AND RESIDENCE ON MISSED APPROACH  WINDSHEAR AND FAILURE PROPER POWER AWS NOT WORKING NO WEATHER UPDATE,1
DOOR CAME OPEN ON TAKEOFF  ABORTED VEERED OFF RUNWAY  STRUCK DIRT BERM COLLAPSING THE GEAR  CAN FLY DOOR OPEN ,1
TRIED TO HOVER TAXI WITH FUEL HOSE ATTACHED TO FUEL TANK  MADE HARD LANDING ,1
maintenance NEW ENGINE TEST FLIGHT  NOSED UP AND STALLED AFTER TAKEOFF  ELEVATOR TRIM FULL NOSE HIGH COULD OVERCOME,1
POWER LOSS ON LIFTOFF  LANDED REMAINING RUNWAY  FUEL SELECTOR NOT IN DETENT ,1
ENGINE FAILED ON TAKEOFF  AIRCRAFT OUT OF ANNUAL MANY YEARS  ADS NOT COMPLIED  NO STC FOR AUTO FUEL ,1
ELECTRICAL FAILURE ON TAKEOFF  CIRCLE  WRONG MANUAL GEAR EXTEND  NO ELECTRICAL DEFECTS PILOT LACKED BASIC INFO ,1
IDLE FOR TWO YRS  FUEL LEAKING INTO WINGS  OBSERVED GOIND DOWN SMOKE AND FLAMES  FUEL CAUGHT FIRE ,1
UNCONTROLLED LEFT ROLL ON LIFTOFF  ABORTED  LEFT WING HIT  CARTWHEELED  USED 20 DEGREES FLAPS  LIMITING AILERONS ,1
ENGINE QUIT ON CLIMBOUT  NOSED OVER ON LANDING  CARB VENTURI CLOGGED WITH MUD DAUBER NEST MATERIAL ,1
GUSTY WIND ON LANDING  ELECTED GO AROUND  DUMPED FLAPS  LOST LIFT AND IMPACTED RUNWAY ,1
REPORT SMOKE IN COCKPIT  TURNED OFF BLEED AIR  SMOKE SUBSIDED RETURNED  PILOT FAILED REMOVE RAM AIR INTAKE PLUG ,1
RIGHT ENGINE COWL DOOR DEPARTED IN FLIGHT  STRUCK ROTORS AND TAIL ROTOR DRIVE  MAY HAVE IMPROPERLY CLOSED SAME ,1
BURNING OIL FUMES ON CLIMBOUT  RETURNED TO AIRPORT  RESIDUAL OIL ON TURBO CHARGER  NEW AIRCRAFT ,1
NO AILERON CONTROL ON TOW CLIMBOUT  RELEASED TOW  WING HIT GROUND  ANC3 BOLT AILERON TORQUE TUBE IMPROPER INSTALLED,1
STUDENT LOST DIRECTIONAL CONTROL ON TAKEOFF  CFI UNABLE TO CORRECT  RUDDER PEDALS WERE STOWED  WING STRUCK GROUND ,1
RUSHED TAKEOFF  NO RUNUP  LEFT ENGINE QUIT ON ROTATION  WING HIT  CARTWHEELED  BOOST PUMP NOT ON FOR 100 DEGREES ,1
"NARRATIVE: THE PILOT STATED THAT, WHILE IN CRUISE FLIGHT OVER THE GULF OF MEXICO, HE FELT A SLIGHT YAW IN THE AIRCRAFT AND HEARD A THUMP  THE PILOT DIVERTED THE AIRCRAFT TO AN OFFSHORE PLATFORM LOCATED APPROXIMATELY TWO MILES FROM THE POINT OF THE INCIDENT AND MADE A NORMAL LANDING  SUBSEQUENT EXAMINATION OF THE AIRCRAFT ON THE PLATFORM REVEALED THAT THE LEFT LOWER BAGGAGE COMPARTMENT DOOR HAD SEPARATED FROM THE AIRCRAFT  THE OPERATOR REPORTED THAT THERE WAS NO OTHER DAMAGE TO THE AIRCRAFT  THE BAGGAGE DOOR WAS LOST OVER THE GULF OF MEXICO AND WAS NOT RECOVERED  THE OPERATOR ROUTINELY ALLOWS PASSENGERS WHO DEPART AND BOARD THE AIRCRAFT TO OPEN AND CLOSE THE BAGGAGE COMPARTMENT DOORS WHILE THE PILOT IS AT THE CONTROLS WITH THE AIRCRAFT RUNNING  THIS PROCEDURE HAS BEEN SUCCESSFUL DUE PRIMARILY TO THE INSTALLATION WARNING LIGHTS IN THE COCKPIT WARNING THE PILOT WHEN A DOOR IS NOT SECURED; HOWEVER, THE BAGGAGE DOOR WARNING LIGHT ON THIS AIRCRAFT WAS DAMAGED AND NOT FUNCTIONING PROPERLY  THE OPERATOR SUSPECTS THAT THE BAGGAGE DOOR WAS NOT COMPLETELY SECURED BY THE PASSENGERS AT THE LAST DEPARTURE POINT  DUE TO THE COMPLEXITY OF THIS PARTICULAR BAGGAGE DOOR, THE OPERATOR HAS IMPLEMENTED A PROCEDURE TO RESTRICT THE USE OF THIS BAGGAGE COMPARTMENT ONLY UNDER THE SUPERVISION OF THE PILOT  THE OPERATOR HAS ALSO DISCOVERED A PROBLEM WITH MALFUNCTIONING DOOR WARNING LIGHTS THROUGHOUT ITS FLEET AND IS ADDRESSING THAT PROBLEM IN THE INSPECTION PROGRAMS FOR EACH AIRCRAFT ",1
ON DEPARTURE NOTICED LEFT TACH INOP SAME PROBLEM ON LANDING  DISTRACTED HIT TREES  TACH PROBLEM NOT EXPLAINED ,1
"NARRATIVE: AFTER TAKEOFF AND DURING CLIMB PILOT VISUALLY IDENTIFIED OIL SPEWING FROM RIGHT ENGINE COWLING  PILOT VERIFIED RIGHT ENGINE OIL PRESSURE AND TEMPERATURE INDICATIONS AS NORMAL PILOT SHUT DOWN AND SECURED RIGHT ENGINE AND EXECUTED A SINGLE ENGINE APPROACH AND LANDING WITHOUT FURTHER INCIDENT  POST FLIGHT REVEALED THAT THE RIGHT ENGINE OIL CAP WAS NOT SECURE  IT WAS DETERMINED THAT APPROXIMATELY 2 1/2 QUARTS OF OIL WERE LOST DURING FLIGHT  THE LYCOMING TI0-F2BD ENGINE CONTAINS A MAXIMUM OIL CAPACITY OF 12 QUARTS, WITH A MINIMUM SAFE OIL QUANTITY OF 2 3 QUARTS  NO ENGINE DAMAGE WAS EVIDENT  THE PILOT DETERMINED THAT HE DID NOT PROPERLY SECURE THE RIGHT ENGINE OIL CAP DURING PREFLIGHT INSPECTION ",1
LOST POWER LANDED I75  BELIEVED FUEL CONTAMINATION  NOT ALLOWED  DEPART UNLESS CAUSE FOUND  CLEARED BY FAA ,1
ATR CONDITION PACK TRIPPED OVER HEAT  SELECT MANUAL PSI  CABIN CLIMBED  MASK DEPLOYED  DESCENT NO MECHANICAL DEFECT,1
NEGLECTED TO LOCK CAGO DOOR  ON CLIMB ARTILES IN CARGO POD FELL OUT ,1
DURING GLIDER TOW REAR OF CANOPY CAME OPEN  RELEASED TOW  LANDED ON RUNWAY AND GROUND LOOPED ,1
INDICATING RAPID FUEL DEPLETON  DIVERTED TOU6  ENGINE QUIT ON BASE  LANDED SHORT DUE WIND  UNSECURED FUEL CAPS ,1
LOST LEFT ENGINE NEAR H71  FEATHERED  HIGH   BEGAN GO AROUND BELOW VMC  CRASHED  BAD OIL LEAK  CRACKED ENGINE CASE ,1
BATTERY COMPARTMENT DOOR CAME OPEN  ANTENNA CRACKED WINDSHIELD ,1
LOST POWER LEFT ENGINE ON CLIMBOUT  TURNED INTO DEAD ENGINE  WING HIT A CRANE  IMPACT IN WATER  REPORT WATER IN FUE,1
"NARRATIVE: ON JULY 21, 19, BELL HELICOPTER, MODEL 206, N2750F, PREPARED TO DEPART GILLESPIE AIRPORT SEE, EL CAJON, CALIFORNIA ON A LOCAL maintenance TEST FLIGHT  IMMEDIATELY FOLLOWING TAKE-OFF, WHILE IN TRANSITIONING TO FORWARD FLIGHT, ALL CYCLIC LATERAL CONTROL INPUT WAS LOST, RESULTING IN A HARD LANDING INCIDENT  DAMAGE TO THE AIRCRAFT WAS MINOR AND THE PILOT AND PASSENGER WERE NOT INJURED   POST INCIDENT INVESTIGATION REVEALED THAT PRIOR TO THE INCIDENT FLIGHT, THE CYCLIC LATERAL CONTROL ROD HAD BEEN REMOVED FROM THE SWASH PLATE ASSEMBLY TO ACCESS AND REPAIR AN OIL LEAK  FOLLOWING REPAIR, THE LATERAL CONTROL ROD ATTACHMENT BOLT WAS NOT RE-INSTALLED, AND THIS WAS NOT DISCOVERED DURING PRE-FLIGHT INSPECTION  THIS INCIDENT IS UNDER INVESTIGATION PRIVACY DATA OMITTED THIS INCIDENT DID NOT INVOLVE A NMAC OR PILOT DEVIATION ",1
LOST POWER ON LOCAL FLIGHT  LANDED ON HIGHWAY  FLIPPED OVER  FIRST TIME FLOW IN YEARS  IGNITERS WERE OIL FOULED ,1
LOST POWER EN ROUTE TO SPRAY  SLID ON WET GRASS LANDING IN FIELD INTO A FENCE  WATER IN FUEL  DRAINED  OPERATED OK ,1
HIGH SINK RATE ON FINAL BOTH PILOTS FORCED YOKE BACK  LANDED HARD  TRIP MANIFEST PAD WEDGED BETWEEN YOKE SEAT FRAME,1
ENGINE OVERHEAT ON TAKEOFF  LANDED IN FARM FIELD  FORGOT TO REMOVE ENGINE INLET PLUGS ,1
UNABLE TO GET ON STEP  NOTICED NO FLAPS BEGAN PUMP DOWN  RAN OUT OF LAKE  STRUCK TREES ON SHORE ,1
ENGINE QUIT ON CLIMBOUT TOUCH AND GO  NOSED OVER LANDING  WATER IN FUEL SYSTEM ,1
ENGINE QUIT ON DOWNWIND  UNABLE MAKE AIRPORT  LANDED TUNDRA  NOSED UP  FOUND ENGINE PRIMER UNLOCKED  RICH MIXTURE ,1
ENGINE FAILED ON POLICE SURVEILANCE FLIGHT  AUTOROTATED TO EDGE OF CLEARING  STRUCK TREES  WATER IN FUEL ,1
PILOT NOTICED OIL COMING OUT OF COWLING  PRECAUTIONARY LANDING ON ROAD  PILOT HAD LEFT OIL CAP OFF ,1
